model,Program,mutant,qubit,avg_fitness,ground_truth
ZNE_ibm_brisbane,ae,eq,5,0.7234384719310727,0
ZNE_ibm_brisbane,ae,eq,10,1.398099869095076,0
ZNE_ibm_brisbane,ae,f1,5,0.969788079495306,1
ZNE_ibm_brisbane,ae,f1,10,1.7686996197238423,1
ZNE_ibm_brisbane,ae,f2,5,1.1174064882514108,1
ZNE_ibm_brisbane,ae,f2,10,1.73846381102837,1
ZNE_ibm_brisbane,ae,f3,5,1.3019800321962047,1
ZNE_ibm_brisbane,ae,f3,10,1.4710111912001729,1
ZNE_ibm_brisbane,dj,eq,5,1.300510728804805,0
ZNE_ibm_brisbane,dj,eq,10,1.58454194012268,0
ZNE_ibm_brisbane,dj,f1,5,2.025027803214232,1
ZNE_ibm_brisbane,dj,f1,10,3.3227740276431112,1
ZNE_ibm_brisbane,dj,f2,5,2.251101390968595,1
ZNE_ibm_brisbane,dj,f2,10,3.2807425284795118,1
ZNE_ibm_brisbane,dj,f3,5,1.8681656343306485,1
ZNE_ibm_brisbane,dj,f3,10,3.1803143318844995,1
ZNE_ibm_brisbane,ghz,eq,5,0.9821757131964848,0
ZNE_ibm_brisbane,ghz,eq,10,0.8401866284742185,0
ZNE_ibm_brisbane,ghz,f1,5,1.2752532222868709,1
ZNE_ibm_brisbane,ghz,f1,10,1.583074854840251,1
ZNE_ibm_brisbane,ghz,f2,5,0.876760793183238,1
ZNE_ibm_brisbane,ghz,f2,10,1.207169468900689,1
ZNE_ibm_brisbane,ghz,f3,5,1.247470197498745,1
ZNE_ibm_brisbane,ghz,f3,10,0.8602443057161384,1
ZNE_ibm_brisbane,graphstate,eq,5,0.3729440588070217,0
ZNE_ibm_brisbane,graphstate,eq,10,0.5556566378469185,0
ZNE_ibm_brisbane,graphstate,f1,5,0.5005770437823716,1
ZNE_ibm_brisbane,graphstate,f1,10,0.5110709273268508,1
ZNE_ibm_brisbane,graphstate,f2,5,0.5166662234992536,1
ZNE_ibm_brisbane,graphstate,f2,10,0.476550553386072,1
ZNE_ibm_brisbane,graphstate,f3,5,0.5082565469208215,1
ZNE_ibm_brisbane,graphstate,f3,10,0.46501997413592977,1
ZNE_ibm_brisbane,qnn,eq,5,0.7243495693883177,0
ZNE_ibm_brisbane,qnn,eq,10,0.4079355980109499,0
ZNE_ibm_brisbane,qnn,f1,5,1.1885483789343496,1
ZNE_ibm_brisbane,qnn,f1,10,0.6285259810676103,1
ZNE_ibm_brisbane,qnn,f2,5,1.223268409165314,1
ZNE_ibm_brisbane,qnn,f2,10,0.5771919500772192,1
ZNE_ibm_brisbane,qnn,f3,5,1.3720055834086216,1
ZNE_ibm_brisbane,qnn,f3,10,0.6347636031549089,1
ZNE_ibm_brisbane,random,eq,5,1.1537767731620217,0
ZNE_ibm_brisbane,random,eq,10,0.43792694036435714,0
ZNE_ibm_brisbane,random,f1,5,1.4543912891508184,1
ZNE_ibm_brisbane,random,f1,10,0.5959690781511612,1
ZNE_ibm_brisbane,random,f2,5,1.896705129086595,1
ZNE_ibm_brisbane,random,f2,10,0.5006734414976011,1
ZNE_ibm_brisbane,random,f3,5,1.8864704020180945,1
ZNE_ibm_brisbane,random,f3,10,0.5107090410516278,1
ZNE_ibm_brisbane,realamprandom,eq,5,0.8924069648470934,0
ZNE_ibm_brisbane,realamprandom,eq,10,0.28059243268439416,0
ZNE_ibm_brisbane,realamprandom,f1,5,1.130828264749684,1
ZNE_ibm_brisbane,realamprandom,f1,10,0.2938454797545368,1
ZNE_ibm_brisbane,realamprandom,f2,5,0.8673939751745466,1
ZNE_ibm_brisbane,realamprandom,f2,10,0.29972854197634125,1
ZNE_ibm_brisbane,realamprandom,f3,5,1.1441551876575982,1
ZNE_ibm_brisbane,realamprandom,f3,10,0.2985352212094791,1
ZNE_ibm_brisbane,su2random,eq,5,0.6338602126093573,0
ZNE_ibm_brisbane,su2random,eq,10,0.740393518856452,0
ZNE_ibm_brisbane,su2random,f1,5,1.1168992135547338,1
ZNE_ibm_brisbane,su2random,f1,10,1.0611939606524876,1
ZNE_ibm_brisbane,su2random,f2,5,1.1933738330506645,1
ZNE_ibm_brisbane,su2random,f2,10,1.1933738330506645,1
ZNE_ibm_brisbane,su2random,f3,5,1.067398988826483,1
ZNE_ibm_brisbane,su2random,f3,10,1.0379739366561171,1
ZNE_ibm_brisbane,twolocalrandom,eq,5,0.8394595325104686,0
ZNE_ibm_brisbane,twolocalrandom,eq,10,0.7635506177325841,0
ZNE_ibm_brisbane,twolocalrandom,f1,5,1.190909773375976,1
ZNE_ibm_brisbane,twolocalrandom,f1,10,1.190909773375976,1
ZNE_ibm_brisbane,twolocalrandom,f2,5,1.2201621165123,1
ZNE_ibm_brisbane,twolocalrandom,f2,10,1.239481836440536,1
ZNE_ibm_brisbane,twolocalrandom,f3,5,1.3834466525048081,1
ZNE_ibm_brisbane,twolocalrandom,f3,10,1.2150251543089297,1
ZNE_ibm_brisbane,wstate,eq,5,0.4702621989999095,0
ZNE_ibm_brisbane,wstate,eq,10,0.4349961168122999,0
ZNE_ibm_brisbane,wstate,f1,5,0.7283762011177357,1
ZNE_ibm_brisbane,wstate,f1,10,0.6594162227254765,1
ZNE_ibm_brisbane,wstate,f2,5,0.650067594322667,1
ZNE_ibm_brisbane,wstate,f2,10,0.5935377430224063,1
ZNE_ibm_brisbane,wstate,f3,5,0.7103312973055509,1
ZNE_ibm_brisbane,wstate,f3,10,0.7517093481676946,1
ZNE_ibm_kingston,ae,eq,5,0.2963322138278105,0
ZNE_ibm_kingston,ae,eq,10,1.6384429523636135,0
ZNE_ibm_kingston,ae,f1,5,0.2809174467008313,1
ZNE_ibm_kingston,ae,f1,10,2.018897472494076,1
ZNE_ibm_kingston,ae,f2,5,0.27431718541473704,1
ZNE_ibm_kingston,ae,f2,10,2.1622178395857006,1
ZNE_ibm_kingston,ae,f3,5,0.37549844368626834,1
ZNE_ibm_kingston,ae,f3,10,2.263649985004632,1
ZNE_ibm_kingston,dj,eq,5,0.3075897134694039,0
ZNE_ibm_kingston,dj,eq,10,1.3980598083810385,0
ZNE_ibm_kingston,dj,f1,5,0.633936841811072,1
ZNE_ibm_kingston,dj,f1,10,2.0373603494463675,1
ZNE_ibm_kingston,dj,f2,5,0.4051395590922256,1
ZNE_ibm_kingston,dj,f2,10,2.31298799422116,1
ZNE_ibm_kingston,dj,f3,5,0.38983764578385616,1
ZNE_ibm_kingston,dj,f3,10,2.3777104031823715,1
ZNE_ibm_kingston,ghz,eq,5,0.3911144076650319,0
ZNE_ibm_kingston,ghz,eq,10,2.16087711602518,0
ZNE_ibm_kingston,ghz,f1,5,0.3733593362381078,1
ZNE_ibm_kingston,ghz,f1,10,2.407554586449081,1
ZNE_ibm_kingston,ghz,f2,5,0.3299208707938603,1
ZNE_ibm_kingston,ghz,f2,10,2.2408734225257616,1
ZNE_ibm_kingston,ghz,f3,5,0.36324090682921156,1
ZNE_ibm_kingston,ghz,f3,10,2.503119132409126,1
ZNE_ibm_kingston,graphstate,eq,5,0.2407381126438862,0
ZNE_ibm_kingston,graphstate,eq,10,0.40647453069867256,0
ZNE_ibm_kingston,graphstate,f1,5,0.2776038391746808,1
ZNE_ibm_kingston,graphstate,f1,10,0.4697908890374961,1
ZNE_ibm_kingston,graphstate,f2,5,0.2456134513912432,1
ZNE_ibm_kingston,graphstate,f2,10,0.5566270338973274,1
ZNE_ibm_kingston,graphstate,f3,5,0.2677044973143889,1
ZNE_ibm_kingston,graphstate,f3,10,0.5189969317926143,1
ZNE_ibm_kingston,qnn,eq,5,0.29775681900736994,0
ZNE_ibm_kingston,qnn,eq,10,0.559480115516237,0
ZNE_ibm_kingston,qnn,f1,5,0.32399878957310435,1
ZNE_ibm_kingston,qnn,f1,10,0.65451006124452,1
ZNE_ibm_kingston,qnn,f2,5,0.29731297330561496,1
ZNE_ibm_kingston,qnn,f2,10,0.743277919160348,1
ZNE_ibm_kingston,qnn,f3,5,0.3720798550571238,1
ZNE_ibm_kingston,qnn,f3,10,0.6859065501191455,1
ZNE_ibm_kingston,random,eq,5,1.370647574519297,0
ZNE_ibm_kingston,random,eq,10,0.4699387726617382,0
ZNE_ibm_kingston,random,f1,5,1.609682105982524,1
ZNE_ibm_kingston,random,f1,10,0.5769809217555618,1
ZNE_ibm_kingston,random,f2,5,1.3924977747933522,1
ZNE_ibm_kingston,random,f2,10,0.5467854809009703,1
ZNE_ibm_kingston,random,f3,5,1.390516365559689,1
ZNE_ibm_kingston,random,f3,10,0.5520027004115078,1
ZNE_ibm_kingston,realamprandom,eq,5,0.31751723559397244,0
ZNE_ibm_kingston,realamprandom,eq,10,0.6723663710756725,0
ZNE_ibm_kingston,realamprandom,f1,5,0.2924334137918241,1
ZNE_ibm_kingston,realamprandom,f1,10,0.8188631575527492,1
ZNE_ibm_kingston,realamprandom,f2,5,0.303716760961228,1
ZNE_ibm_kingston,realamprandom,f2,10,0.774513166426412,1
ZNE_ibm_kingston,realamprandom,f3,5,0.31615041079129974,1
ZNE_ibm_kingston,realamprandom,f3,10,0.7449112124629628,1
ZNE_ibm_kingston,su2random,eq,5,0.27646870560862713,0
ZNE_ibm_kingston,su2random,eq,10,0.4548222692237854,0
ZNE_ibm_kingston,su2random,f1,5,0.34090585059186873,1
ZNE_ibm_kingston,su2random,f1,10,0.6622593581526011,1
ZNE_ibm_kingston,su2random,f2,5,0.2990014478523829,1
ZNE_ibm_kingston,su2random,f2,10,0.6689051298424828,1
ZNE_ibm_kingston,su2random,f3,5,0.2725606187744464,1
ZNE_ibm_kingston,twolocalrandom,eq,5,0.3100188063173289,0
ZNE_ibm_kingston,twolocalrandom,f1,5,0.2912835330725312,1
ZNE_ibm_kingston,twolocalrandom,f2,5,0.29577070680733386,1
ZNE_ibm_kingston,twolocalrandom,f3,5,0.3046253708938327,1
ZNE_ibm_kingston,wstate,eq,5,0.24975652884438976,0
ZNE_ibm_kingston,wstate,f1,5,0.2861590610399658,1
ZNE_ibm_kingston,wstate,f2,5,0.2759556162406017,1
ZNE_ibm_kingston,wstate,f3,5,0.2769024423686855,1
ZNE_ibm_torino,ae,eq,5,0.7550450295008504,0
ZNE_ibm_torino,ae,eq,10,1.3344095502201254,0
ZNE_ibm_torino,ae,f1,5,1.4032962260208506,1
ZNE_ibm_torino,ae,f1,10,1.5436075218743566,1
ZNE_ibm_torino,ae,f2,5,1.0047694487301713,1
ZNE_ibm_torino,ae,f2,10,1.4659756734476244,1
ZNE_ibm_torino,ae,f3,5,1.2659159507861169,1
ZNE_ibm_torino,ae,f3,10,1.6584716880256254,1
ZNE_ibm_torino,dj,eq,5,2.270792173225364,0
ZNE_ibm_torino,dj,eq,10,2.0272524223887456,0
ZNE_ibm_torino,dj,f1,5,2.7326475524623746,1
ZNE_ibm_torino,dj,f1,10,4.1048213852854385,1
ZNE_ibm_torino,dj,f2,5,2.432508766330996,1
ZNE_ibm_torino,dj,f2,10,3.325745545346709,1
ZNE_ibm_torino,dj,f3,5,3.0947421911086206,1
ZNE_ibm_torino,dj,f3,10,3.1567616411643193,1
ZNE_ibm_torino,ghz,eq,5,1.2596489091164647,0
ZNE_ibm_torino,ghz,eq,10,1.57522890581251,0
ZNE_ibm_torino,ghz,f1,5,1.795849572260991,1
ZNE_ibm_torino,ghz,f1,10,2.29132760812095,1
ZNE_ibm_torino,ghz,f2,5,1.9636675889489301,1
ZNE_ibm_torino,ghz,f2,10,2.5087953233723876,1
ZNE_ibm_torino,ghz,f3,5,1.479684524114086,1
ZNE_ibm_torino,ghz,f3,10,1.7147283582713129,1
ZNE_ibm_torino,graphstate,eq,5,0.3860513546048745,0
ZNE_ibm_torino,graphstate,eq,10,0.4014426540249598,0
ZNE_ibm_torino,graphstate,f1,5,0.423919747135094,1
ZNE_ibm_torino,graphstate,f1,10,0.4706702580678066,1
ZNE_ibm_torino,graphstate,f2,5,0.4097539868986734,1
ZNE_ibm_torino,graphstate,f2,10,0.5206238418599451,1
ZNE_ibm_torino,graphstate,f3,5,0.4562317815244866,1
ZNE_ibm_torino,graphstate,f3,10,0.5251062450926179,1
ZNE_ibm_torino,qnn,eq,5,1.0446878945265636,0
ZNE_ibm_torino,qnn,eq,10,0.5390276295518548,0
ZNE_ibm_torino,qnn,f1,5,1.3615796837751817,1
ZNE_ibm_torino,qnn,f1,10,0.5487718818030576,1
ZNE_ibm_torino,qnn,f2,5,1.75847454699609,1
ZNE_ibm_torino,qnn,f2,10,0.5638932226562062,1
ZNE_ibm_torino,qnn,f3,5,1.360538534939132,1
ZNE_ibm_torino,qnn,f3,10,0.7074481258188079,1
ZNE_ibm_torino,random,eq,5,1.5101249082092978,0
ZNE_ibm_torino,random,eq,10,0.48721229547565553,0
ZNE_ibm_torino,random,f1,5,1.7940793306380982,1
ZNE_ibm_torino,random,f1,10,0.5732123173217767,1
ZNE_ibm_torino,random,f2,5,1.8856890556141006,1
ZNE_ibm_torino,random,f2,10,0.5256860791596613,1
ZNE_ibm_torino,random,f3,5,1.9832218043955623,1
ZNE_ibm_torino,random,f3,10,0.6355943696548783,1
ZNE_ibm_torino,realamprandom,eq,5,0.5994463581720043,0
ZNE_ibm_torino,realamprandom,eq,10,0.6304438800221566,0
ZNE_ibm_torino,realamprandom,f1,5,0.703512808185568,1
ZNE_ibm_torino,realamprandom,f1,10,0.7995021225753578,1
ZNE_ibm_torino,realamprandom,f2,5,0.8219902225643634,1
ZNE_ibm_torino,realamprandom,f2,10,0.7070588707746852,1
ZNE_ibm_torino,realamprandom,f3,5,0.8395790599644659,1
ZNE_ibm_torino,realamprandom,f3,10,0.6091354567684973,1
ZNE_ibm_torino,su2random,eq,5,0.5476827334350275,0
ZNE_ibm_torino,su2random,eq,10,0.5026865516932193,0
ZNE_ibm_torino,su2random,f1,5,0.895743795367095,1
ZNE_ibm_torino,su2random,f1,10,0.6334537558798792,1
ZNE_ibm_torino,su2random,f2,5,1.0159017313560246,1
ZNE_ibm_torino,su2random,f2,10,0.5866329010045179,1
ZNE_ibm_torino,su2random,f3,5,0.8742381596115674,1
ZNE_ibm_torino,su2random,f3,10,0.6129212700478739,1
ZNE_ibm_torino,twolocalrandom,eq,5,0.8130774777813845,0
ZNE_ibm_torino,twolocalrandom,eq,10,0.6235115970037153,0
ZNE_ibm_torino,twolocalrandom,f1,5,0.93465576115334,1
ZNE_ibm_torino,twolocalrandom,f1,10,0.6061204839107039,1
ZNE_ibm_torino,twolocalrandom,f2,5,0.8729922289035079,1
ZNE_ibm_torino,twolocalrandom,f2,10,0.6921101792086255,1
ZNE_ibm_torino,twolocalrandom,f3,5,1.1781808882461973,1
ZNE_ibm_torino,twolocalrandom,f3,10,0.6888442678997702,1
ZNE_ibm_torino,wstate,eq,5,0.5441191305505996,0
ZNE_ibm_torino,wstate,eq,10,1.2807072076439947,0
ZNE_ibm_torino,wstate,f1,5,0.6457193912524223,1
ZNE_ibm_torino,wstate,f1,10,1.4040002258475957,1
ZNE_ibm_torino,wstate,f2,5,0.6075351804293806,1
ZNE_ibm_torino,wstate,f2,10,1.3199629910644752,1
ZNE_ibm_torino,wstate,f3,5,0.7311482635917992,1
ZNE_ibm_torino,wstate,f3,10,1.4830373166346646,1
